"","",納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
士林區,三玉里,2202,4737153,2151,784,421,1560,23048.79,1071.39
士林區,芝山里,2731,6019426,2204,802,409,1630,19453.42,882.60
士林區,岩山里,1203,1887920,1569,679,379,1393,6951.98,442.99
士林區,義信里,1042,1684201,1616,700,383,1302,11782.53,728.97
士林區,永福里,445,2649061,5953,788,422,1700,28103.68,472.10
士林區,新安里,697,4031935,5785,644,340,1430,61689.87,1066.43
士林區,公館里,408,738616,1810,672,356,1295,5629.67,310.97
士林區,陽明里,987,2202526,2232,745,398,1502,7795.34,349.33
士林區,菁山里,437,2667376,6104,646,388,1076,71691.65,1174.53
士林區,平等里,373,373631,1002,622,371,1026,2686.78,268.22
士林區,溪山里,349,474377,1359,581,348,1011,7726.14,568.41
士林區,百齡里,2421,2165184,894,639,382,1115,1416.78,158.42
士林區,天玉里,3121,5442544,1744,812,422,1782,4406.34,252.68
士林區,天福里,2215,2994044,1352,773,399,1479,3899.66,288.50
士林區,天祿里,1903,2649194,1392,758,420,1439,3516.67,252.61
士林區,天壽里,1900,4703272,2475,907,451,1900,10126.67,409.09
士林區,東山里,1719,3396999,1976,759,408,1521,13183.26,667.12
士林區,福華里,1913,1623796,849,584,350,1052,1144.28,134.81
士林區,聖山里,1818,2684186,1476,796,439,1548,4497.77,304.63
士林區,天和里,2795,6619623,2368,807,410,1663,27054.75,1142.33
士林區,明勝里,1715,1747371,1019,655,374,1191,2503.43,245.71
士林區,社園里,2163,1775584,821,600,372,1022,866.38,105.54
士林區,蘭興里,2389,3479965,1457,808,425,1587,2665.40,182.98
士林區,天母里,2458,7323380,2979,842,420,1809,17178.28,576.57
士林區,名山里,2659,3663017,1378,766,400,1536,2784.98,202.16
士林區,德華里,1922,2229476,1160,681,371,1229,6734.25,580.55
士林區,天山里,2518,3950207,1569,747,375,1559,7219.26,460.18
士林區,臨溪里,1108,3976388,3589,888,425,1902,24287.97,676.77
北投區,湖山里,499,657614,1318,639,361,1231,5134.56,389.61
北投區,永欣里,2932,5978980,2039,1033,470,2257,4311.31,211.42
北投區,泉源里,661,698271,1056,556,352,995,2824.34,267.36
北投區,一德里,2325,2316661,996,653,368,1176,1388.30,139.33
